cr,name,type,size,alignment,armor_class,hit_points,speed,initiative_bonus,ability_stats,blockers,mechanics,ability_names,traits,actions,bonus_actions,reactions,legendary_actions,raw_text,source_reference
1/2,Dust Mephit,Elemental,Small,Neutral Evil,12,17 (5d6),"30 ft., Fly 30 ft.",2,"{""str"":{""score"":5,""mod"":-3,""save"":-3},""dex"":{""score"":14,""mod"":2,""save"":2},""con"":{""score"":10,""mod"":0,""save"":0},""int"":{""score"":9,""mod"":-1,""save"":-1},""wis"":{""score"":11,""mod"":0,""save"":0},""cha"":{""score"":10,""mod"":0,""save"":0}}",condition-or-control | limited-use | save-or-complex-action | spellcasting,attack-roll | condition:blinded | damage | damage:bludgeoning | damage:slashing | death-trigger | limited-use | recharge | saving-throw | spellcasting,trait:Death Burst | action:Claw | action:Blinding Breath (Recharge 6) | action:Sleep (1/Day),"Death Burst. The mephit explodes when it dies. Dexterity Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Bludgeoning damage. Success: Half damage.","Claw. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Slashing damage. Blinding Breath (Recharge 6). Dexterity Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: The target has the Blinded condition until the end of the mephit’s next turn. Sleep (1/Day). The mephit casts the Sleep spell, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 10).",,,,"AC 12 Initiative +2 (12) HP 17 (5d6) Speed 30 ft., Fly 30 ft. MOD SAVE MOD SAVE MOD SAVE Str 5 -3 -3 Dex 14 +2 +2 Con 10 +0 +0 Int 9 -1 -1 Wis 11 +0 +0 Cha 10 +0 +0 Skills Perception +2, Stealth +4 Vulnerabilities Fire Immunities Poison; Exhaustion, Poisoned Senses Darkvision 60 ft.; Passive Perception 12 Languages Primordial (Auran, Terran) CR 1/2 (XP 100; PB +2) Traits Death Burst. The mephit explodes when it dies. Dexterity Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Bludgeoning damage. Success: Half damage. Actions Claw. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Slashing damage. Blinding Breath (Recharge 6). Dexterity Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: The target has the Blinded condition until the end of the mephit’s next turn. Sleep (1/Day). The mephit casts the Sleep spell, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 10).",SRD 5.2.1 p. 307
1/2,Gnoll Warrior,Fiend,Medium,Chaotic Evil,15,27 (6d8),30 ft.,1,"{""str"":{""score"":14,""mod"":2,""save"":2},""dex"":{""score"":12,""mod"":1,""save"":1},""con"":{""score"":11,""mod"":0,""save"":0},""int"":{""score"":6,""mod"":-2,""save"":-2},""wis"":{""score"":10,""mod"":0,""save"":0},""cha"":{""score"":7,""mod"":-2,""save"":-2}}",bonus-action | limited-use,attack-roll | damage | damage:piercing | limited-use,action:Rend | action:Bone Bow | bonus-action:Rampage (1/Day),,"Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage. Bone Bow. Ranged Attack Roll: +3, range 150/600 ft. Hit: 6 (1d10 + 1) Piercing damage.","Rampage (1/Day). Immediately after dealing damage to a creature that is already Bloodied, the gnoll moves up to half its Speed, and it makes one Rend attack.",,,"AC 15 Initiative +1 (11) HP 27 (6d8) Speed 30 ft. MOD SAVE MOD SAVE MOD SAVE Str 14 +2 +2 Dex 12 +1 +1 Con 11 +0 +0 Int 6 -2 -2 Wis 10 +0 +0 Cha 7 -2 -2 Senses Darkvision 60 ft.; Passive Perception 10 Languages Gnoll CR 1/2 (XP 100; PB +2) Actions Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage. Bone Bow. Ranged Attack Roll: +3, range 150/600 ft. Hit: 6 (1d10 + 1) Piercing damage. Bonus Actions Rampage (1/Day). Immediately after dealing damage to a creature that is already Bloodied, the gnoll moves up to half its Speed, and it makes one Rend attack.",SRD 5.2.1 p. 289
1/2,Gray Ooze,Ooze,Medium,Unaligned,9,22 (3d8 + 9),"10 ft., Climb 10 ft.",-2,"{""str"":{""score"":12,""mod"":1,""save"":1},""dex"":{""score"":6,""mod"":-2,""save"":-2},""con"":{""score"":16,""mod"":3,""save"":3},""int"":{""score"":1,""mod"":-5,""save"":-5},""wis"":{""score"":6,""mod"":-2,""save"":-2},""cha"":{""score"":2,""mod"":-4,""save"":-4}}",spellcasting | trait,attack-roll | damage | damage:acid | flat-modifier,trait:Corrosive Form | action:Pseudopod,"Amorphous. The ooze can move through a space as narrow as 1 inch without expending extra movement to do so. Corrosive Form. Nonmagical ammunition is destroyed immediately after hitting the ooze and dealing any damage. Any nonmagical weapon takes a cumulative -1 penalty to attack rolls immediately after dealing damage to the ooze and coming into contact with it. The weapon is destroyed if the penalty reaches -5. The penalty can be removed by casting the Mending spell on the weapon. The ooze can eat through 2-inch-thick, nonmagical metal or wood in 1 round.","Pseudopod. Melee Attack Roll: +3, reach 5 ft. Hit: 10 (2d8 + 1) Acid damage. Nonmagical armor worn by the target takes a -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10. The penalty can be removed by casting the Mending spell on the armor.",,,,"AC 9 Initiative -2 (13) HP 22 (3d8 + 9) Speed 10 ft., Climb 10 ft. MOD SAVE MOD SAVE MOD SAVE Str 12 +1 +1 Dex 6 -2 -2 Con 16 +3 +3 Int 1 -5 -5 Wis 6 -2 -2 Cha 2 -4 -4 Skills Stealth +2 Resistances Acid, Cold, Fire Immunities Blinded, Charmed, Deafened, Exhaustion, Frightened, Grappled, Prone, Restrained Senses Blindsight 60 ft.; Passive Perception 8 Languages None CR 1/2 (XP 100; PB +2) Traits Amorphous. The ooze can move through a space as narrow as 1 inch without expending extra movement to do so. Corrosive Form. Nonmagical ammunition is destroyed immediately after hitting the ooze and dealing any damage. Any nonmagical weapon takes a cumulative -1 penalty to attack rolls immediately after dealing damage to the ooze and coming into contact with it. The weapon is destroyed if the penalty reaches -5. The penalty can be removed by casting the Mending spell on the weapon. The ooze can eat through 2-inch-thick, nonmagical metal or wood in 1 round. Actions Pseudopod. Melee Attack Roll: +3, reach 5 ft. Hit: 10 (2d8 + 1) Acid damage. Nonmagical armor worn by the target takes a -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10. The penalty can be removed by casting the Mending spell on the armor.",SRD 5.2.1 p. 293
1/2,Ice Mephit,Elemental,Small,Neutral Evil,11,21 (6d6),"30 ft., Fly 30 ft.",1,"{""str"":{""score"":7,""mod"":-2,""save"":-2},""dex"":{""score"":13,""mod"":1,""save"":1},""con"":{""score"":10,""mod"":0,""save"":0},""int"":{""score"":9,""mod"":-1,""save"":-1},""wis"":{""score"":11,""mod"":0,""save"":0},""cha"":{""score"":12,""mod"":1,""save"":1}}",limited-use | save-or-complex-action | spellcasting,attack-roll | damage | damage:cold | damage:slashing | death-trigger | limited-use | recharge | saving-throw | spellcasting,trait:Death Burst | action:Claw | action:Fog Cloud (1/Day) | action:Frost Breath (Recharge 6),"Death Burst. The mephit explodes when it dies. Constitution Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Cold damage. Success: Half damage.","Claw. Melee Attack Roll: +3, reach 5 ft. Hit: 3 (1d4 + 1) Slashing damage plus 2 (1d4) Cold damage. Fog Cloud (1/Day). The mephit casts Fog Cloud, requiring no spell components and using Charisma as the spellcasting ability. Frost Breath (Recharge 6). Constitution Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: 7 (3d4) Cold damage. Success: Half damage.",,,,"AC 11 Initiative +1 (11) HP 21 (6d6) Speed 30 ft., Fly 30 ft. MOD SAVE MOD SAVE MOD SAVE Str 7 -2 -2 Dex 13 +1 +1 Con 10 +0 +0 Int 9 -1 -1 Wis 11 +0 +0 Cha 12 +1 +1 Skills Perception +2, Stealth +3 Vulnerabilities Fire Immunities Cold, Poison; Exhaustion, Poisoned Senses Darkvision 60 ft.; Passive Perception 12 Languages Primordial (Aquan, Auran) CR 1/2 (XP 100; PB +2) Traits Death Burst. The mephit explodes when it dies. Constitution Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Cold damage. Success: Half damage. Actions Claw. Melee Attack Roll: +3, reach 5 ft. Hit: 3 (1d4 + 1) Slashing damage plus 2 (1d4) Cold damage. Fog Cloud (1/Day). The mephit casts Fog Cloud, requiring no spell components and using Charisma as the spellcasting ability. Frost Breath (Recharge 6). Constitution Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: 7 (3d4) Cold damage. Success: Half damage.",SRD 5.2.1 p. 307
1/2,Rust Monster,Monstrosity,Medium,Unaligned,14,33 (6d8 + 6),40 ft.,1,"{""str"":{""score"":13,""mod"":1,""save"":1},""dex"":{""score"":12,""mod"":1,""save"":1},""con"":{""score"":13,""mod"":1,""save"":1},""int"":{""score"":2,""mod"":-4,""save"":-4},""wis"":{""score"":13,""mod"":1,""save"":1},""cha"":{""score"":6,""mod"":-2,""save"":-2}}",reaction | save-or-complex-action | spellcasting,attack-roll | aura | damage | damage:piercing | flat-modifier | multiattack | saving-throw,action:Multiattack | action:Bite | action:Antennae | reaction:Reflexive Antennae,Iron Scent. The rust monster can pinpoint the location of ferrous metal within 30 feet of itself.,"Multiattack. The rust monster makes one Bite attack and uses Antennae twice. Bite. Melee Attack Roll: +3, reach 5 ft. Hit: 5 (1d8 + 1) Piercing damage.

Antennae. The rust monster targets one nonmagical metal object-armor or a weapon-worn or carried by a creature within 5 feet of itself. Dexterity Saving Throw: DC 11, the creature with the object. Failure: The object takes a -1 penalty to the AC it offers (armor) or to its attack rolls (weapon). Armor is destroyed if the penalty reduces its AC to 10, and a weapon is destroyed if its penalty reaches -5. The penalty can be removed by casting the Mending spell on the armor or weapon. Destroy Metal. The rust monster touches a nonmagical metal object within 5 feet of itself that isn’t being worn or carried. The touch destroys a 1-foot Cube of the object.",,Reflexive Antennae. Trigger: An attack roll hits the rust monster. Response: The rust monster uses Antennae.,,"AC 14 Initiative +1 (11) HP 33 (6d8 + 6) Speed 40 ft. MOD SAVE MOD SAVE MOD SAVE Str 13 +1 +1 Dex 12 +1 +1 Con 13 +1 +1 Int 2 -4 -4 Wis 13 +1 +1 Cha 6 -2 -2 Senses Darkvision 60 ft.; Passive Perception 11 Languages None CR 1/2 (XP 100; PB +2) Traits Iron Scent. The rust monster can pinpoint the location of ferrous metal within 30 feet of itself. Actions Multiattack. The rust monster makes one Bite attack and uses Antennae twice. Bite. Melee Attack Roll: +3, reach 5 ft. Hit: 5 (1d8 + 1) Piercing damage.

Antennae. The rust monster targets one nonmagical metal object-armor or a weapon-worn or carried by a creature within 5 feet of itself. Dexterity Saving Throw: DC 11, the creature with the object. Failure: The object takes a -1 penalty to the AC it offers (armor) or to its attack rolls (weapon). Armor is destroyed if the penalty reduces its AC to 10, and a weapon is destroyed if its penalty reaches -5. The penalty can be removed by casting the Mending spell on the armor or weapon. Destroy Metal. The rust monster touches a nonmagical metal object within 5 feet of itself that isn’t being worn or carried. The touch destroys a 1-foot Cube of the object. Reactions Reflexive Antennae. Trigger: An attack roll hits the rust monster. Response: The rust monster uses Antennae.",SRD 5.2.1 p. 320
1,Brass Dragon Wyrmling,Dragon (Metallic),Medium,Chaotic Good,15,22 (4d8 + 4),"30 ft., Burrow 15 ft., Fly 60 ft.",2,"{""str"":{""score"":15,""mod"":2,""save"":2},""dex"":{""score"":10,""mod"":0,""save"":2},""con"":{""score"":13,""mod"":1,""save"":1},""int"":{""score"":10,""mod"":0,""save"":0},""wis"":{""score"":11,""mod"":0,""save"":2},""cha"":{""score"":13,""mod"":1,""save"":1}}",condition-or-control | limited-use | save-or-complex-action,attack-roll | aura | condition:incapacitated | condition:unconscious | damage | damage:fire | damage:slashing | recharge | repeat-save | saving-throw,action:Rend | action:Fire Breath (Recharge 5-6) | action:Sleep Breath,,"Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10 + 2) Slashing damage. Fire Breath (Recharge 5-6). Dexterity Saving Throw: DC 11, each creature in a 20-foot-long, 5-foot-wide Line. Failure: 14 (4d6) Fire damage. Success: Half damage. Sleep Breath. Constitution Saving Throw: DC 11, each creature in a 15-foot Cone. Failure: The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. Second Failure: The target has the Unconscious condition for 1 minute. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.",,,,"AC 15 Initiative +2 (12) HP 22 (4d8 + 4) Speed 30 ft., Burrow 15 ft., Fly 60 ft. MOD SAVE MOD SAVE MOD SAVE Str 15 +2 +2 Dex 10 +0 +2 Con 13 +1 +1 Int 10 +0 +0 Wis 11 +0 +2 Cha 13 +1 +1 Skills Perception +4, Stealth +2 Immunities Fire Senses Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14 Languages Draconic CR 1 (XP 200; PB +2) Actions Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10 + 2) Slashing damage. Fire Breath (Recharge 5-6). Dexterity Saving Throw: DC 11, each creature in a 20-foot-long, 5-foot-wide Line. Failure: 14 (4d6) Fire damage. Success: Half damage. Sleep Breath. Constitution Saving Throw: DC 11, each creature in a 15-foot Cone. Failure: The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. Second Failure: The target has the Unconscious condition for 1 minute. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.",SRD 5.2.1 p. 268
1,Copper Dragon Wyrmling,Dragon (Metallic),Medium,Chaotic Good,16,22 (4d8 + 4),"30 ft., Climb 30 ft., Fly 60 ft.",3,"{""str"":{""score"":15,""mod"":2,""save"":2},""dex"":{""score"":12,""mod"":1,""save"":3},""con"":{""score"":13,""mod"":1,""save"":1},""int"":{""score"":14,""mod"":2,""save"":2},""wis"":{""score"":11,""mod"":0,""save"":2},""cha"":{""score"":13,""mod"":1,""save"":1}}",limited-use | save-or-complex-action,attack-roll | bonus-action | damage | damage:acid | damage:slashing | recharge | saving-throw,action:Rend | action:Acid Breath (Recharge 5-6) | action:Slowing Breath,,"Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10 + 2) Slashing damage. Acid Breath (Recharge 5-6). Dexterity Saving Throw: DC 11, each creature in a 20-foot-long, 5-foot-wide Line. Failure: 18 (4d8) Acid damage. Success: Half damage. Slowing Breath. Constitution Saving Throw: DC 11, each creature in a 15-foot Cone. Failure: The target can’t take Reactions; its Speed is halved; and it can take either an action or a Bonus Action on its turn, not both. This effect lasts until the end of its next turn.",,,,"AC 16 Initiative +3 (13) HP 22 (4d8 + 4) Speed 30 ft., Climb 30 ft., Fly 60 ft. MOD SAVE MOD SAVE MOD SAVE Str 15 +2 +2 Dex 12 +1 +3 Con 13 +1 +1 Int 14 +2 +2 Wis 11 +0 +2 Cha 13 +1 +1 Skills Perception +4, Stealth +3 Immunities Acid Senses Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14 Languages Draconic CR 1 (XP 200; PB +2)

Actions Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10 + 2) Slashing damage. Acid Breath (Recharge 5-6). Dexterity Saving Throw: DC 11, each creature in a 20-foot-long, 5-foot-wide Line. Failure: 18 (4d8) Acid damage. Success: Half damage. Slowing Breath. Constitution Saving Throw: DC 11, each creature in a 15-foot Cone. Failure: The target can’t take Reactions; its Speed is halved; and it can take either an action or a Bonus Action on its turn, not both. This effect lasts until the end of its next turn.",SRD 5.2.1 p. 275
1,Death Dog,Monstrosity,Medium,Neutral Evil,12,39 (6d8 + 12),40 ft.,2,"{""str"":{""score"":15,""mod"":2,""save"":2},""dex"":{""score"":14,""mod"":2,""save"":2},""con"":{""score"":14,""mod"":2,""save"":2},""int"":{""score"":3,""mod"":-4,""save"":-4},""wis"":{""score"":13,""mod"":1,""save"":1},""cha"":{""score"":6,""mod"":-2,""save"":-2}}",condition-or-control | save-or-complex-action | unsupported-action-rider,attack-roll | condition:poisoned | damage | damage:piercing | max-hp-change | multiattack | repeat-save | saving-throw,action:Multiattack | action:Bite,,"Multiattack. The death dog makes two Bite attacks. Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Piercing damage. If the target is a creature, it is subjected to the following effect. Constitution Saving Throw: DC 12. First Failure: The target has the Poisoned condition. While Poisoned, the target’s Hit Point maximum doesn’t return to normal when finishing a Long Rest, and it repeats the save every 24 hours that elapse, ending the effect on itself on a success. Subsequent Failures: The Poisoned target’s Hit Point maximum decreases by 5 (1d10).",,,,"AC 12 Initiative +2 (12) HP 39 (6d8 + 12) Speed 40 ft. MOD SAVE MOD SAVE MOD SAVE Str 15 +2 +2 Dex 14 +2 +2 Con 14 +2 +2 Int 3 -4 -4 Wis 13 +1 +1 Cha 6 -2 -2 Skills Perception +5, Stealth +4 Immunities Blinded, Charmed, Deafened, Frightened, Stunned, Unconscious Senses Darkvision 120 ft.; Passive Perception 15 Languages None CR 1 (XP 200; PB +2) Actions Multiattack. The death dog makes two Bite attacks. Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Piercing damage. If the target is a creature, it is subjected to the following effect. Constitution Saving Throw: DC 12. First Failure: The target has the Poisoned condition. While Poisoned, the target’s Hit Point maximum doesn’t return to normal when finishing a Long Rest, and it repeats the save every 24 hours that elapse, ending the effect on itself on a success. Subsequent Failures: The Poisoned target’s Hit Point maximum decreases by 5 (1d10).",SRD 5.2.1 p. 279
1,Giant Hyena,Beast,Large,Unaligned,12,45 (6d10 + 12),50 ft.,2,"{""str"":{""score"":16,""mod"":3,""save"":3},""dex"":{""score"":14,""mod"":2,""save"":2},""con"":{""score"":14,""mod"":2,""save"":2},""int"":{""score"":2,""mod"":-4,""save"":-4},""wis"":{""score"":12,""mod"":1,""save"":1},""cha"":{""score"":7,""mod"":-2,""save"":-2}}",bonus-action | limited-use,attack-roll | damage | damage:piercing | limited-use,action:Bite | bonus-action:Rampage (1/Day),,"Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage.","Rampage (1/Day). Immediately after dealing damage to a creature that was already Bloodied, the hyena can move up to half its Speed, and it makes one Bite attack.",,,"AC 12 Initiative +2 (12) HP 45 (6d10 + 12) Speed 50 ft. MOD SAVE MOD SAVE MOD SAVE Str 16 +3 +3 Dex 14 +2 +2 Con 14 +2 +2 Int 2 -4 -4 Wis 12 +1 +1 Cha 7 -2 -2 Skills Perception +3 Senses Darkvision 60 ft.; Passive Perception 13 Languages None CR 1 (XP 200; PB +2) Actions Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage. Bonus Actions Rampage (1/Day). Immediately after dealing damage to a creature that was already Bloodied, the hyena can move up to half its Speed, and it makes one Bite attack.",SRD 5.2.1 p. 352
1,Giant Octopus,Beast,Large,Unaligned,11,45 (7d10 + 7),"10 ft., Swim 60 ft.",1,"{""str"":{""score"":17,""mod"":3,""save"":3},""dex"":{""score"":13,""mod"":1,""save"":1},""con"":{""score"":13,""mod"":1,""save"":1},""int"":{""score"":5,""mod"":-3,""save"":-3},""wis"":{""score"":10,""mod"":0,""save"":0},""cha"":{""score"":4,""mod"":-3,""save"":-3}}",condition-or-control | limited-use | reaction,attack-roll | condition:grappled | condition:restrained | damage | damage:bludgeoning | limited-use,action:Tentacles | reaction:Ink Cloud (1/Day),Water Breathing. The octopus can breathe only underwater. It can hold its breath for 1 hour outside water.,"Tentacles. Melee Attack Roll: +5, reach 10 ft. Hit: 10 (2d6 + 3) Bludgeoning damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from all eight tentacles. While Grappled, the target has the Restrained condition.",,"Ink Cloud (1/Day). Trigger: The octopus takes damage while underwater. Response: The octopus releases ink that fills a 10-foot Cube centered on itself, and the octopus moves up to its Swim Speed. The Cube is Heavily Obscured for 1 minute or until a strong current or similar effect disperses the ink.",,"AC 11 Initiative +1 (11) HP 45 (7d10 + 7) Speed 10 ft., Swim 60 ft. MOD SAVE MOD SAVE MOD SAVE Str 17 +3 +3 Dex 13 +1 +1 Con 13 +1 +1 Int 5 -3 -3 Wis 10 +0 +0 Cha 4 -3 -3 Skills Perception +4, Stealth +5 Senses Darkvision 60 ft.; Passive Perception 14 Languages None CR 1 (XP 200; PB +2) Traits Water Breathing. The octopus can breathe only underwater. It can hold its breath for 1 hour outside water. Actions Tentacles. Melee Attack Roll: +5, reach 10 ft. Hit: 10 (2d6 + 3) Bludgeoning damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from all eight tentacles. While Grappled, the target has the Restrained condition. Reactions Ink Cloud (1/Day). Trigger: The octopus takes damage while underwater. Response: The octopus releases ink that fills a 10-foot Cube centered on itself, and the octopus moves up to its Swim Speed. The Cube is Heavily Obscured for 1 minute or until a strong current or similar effect disperses the ink.",SRD 5.2.1 p. 352
1,Giant Spider,Beast,Large,Unaligned,14,26 (4d10 + 4),"30 ft., Climb 30 ft.",3,"{""str"":{""score"":14,""mod"":2,""save"":2},""dex"":{""score"":16,""mod"":3,""save"":3},""con"":{""score"":12,""mod"":1,""save"":1},""int"":{""score"":2,""mod"":-4,""save"":-4},""wis"":{""score"":11,""mod"":0,""save"":0},""cha"":{""score"":4,""mod"":-3,""save"":-3}}",condition-or-control | limited-use | save-or-complex-action,attack-roll | aura | condition:restrained | damage | damage:fire | damage:piercing | damage:poison | damage:psychic | recharge | saving-throw,action:Bite | action:Web (Recharge 5-6),"Spider Climb. The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check. Web Walker. The spider ignores movement restrictions caused by webs, and it knows the location of any other creature in contact with the same web.","Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3) Piercing damage plus 7 (2d6) Poison damage. Web (Recharge 5-6). Dexterity Saving Throw: DC 13, one creature the spider can see within 60 feet. Failure: The target has the Restrained condition until the web is destroyed (AC 10; HP 5; Vulnerability to Fire damage; Immunity to Poison and Psychic damage).",,,,"AC 14 Initiative +3 (13) HP 26 (4d10 + 4) Speed 30 ft., Climb 30 ft.

MOD SAVE MOD SAVE MOD SAVE Str 14 +2 +2 Dex 16 +3 +3 Con 12 +1 +1 Int 2 -4 -4 Wis 11 +0 +0 Cha 4 -3 -3 Skills Perception +4, Stealth +7 Senses Darkvision 60 ft.; Passive Perception 14 Languages None CR 1 (XP 200; PB +2) Traits Spider Climb. The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check. Web Walker. The spider ignores movement restrictions caused by webs, and it knows the location of any other creature in contact with the same web. Actions Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3) Piercing damage plus 7 (2d6) Poison damage. Web (Recharge 5-6). Dexterity Saving Throw: DC 13, one creature the spider can see within 60 feet. Failure: The target has the Restrained condition until the web is destroyed (AC 10; HP 5; Vulnerability to Fire damage; Immunity to Poison and Psychic damage).",SRD 5.2.1 p. 353
1,Harpy,Monstrosity,Medium,Chaotic Evil,11,38 (7d8 + 7),"20 ft., Fly 40 ft.",1,"{""str"":{""score"":12,""mod"":1,""save"":1},""dex"":{""score"":13,""mod"":1,""save"":1},""con"":{""score"":12,""mod"":1,""save"":1},""int"":{""score"":7,""mod"":-2,""save"":-2},""wis"":{""score"":10,""mod"":0,""save"":0},""cha"":{""score"":13,""mod"":1,""save"":1}}",condition-or-control | save-or-complex-action,attack-roll | aura | concentration | condition:charmed | condition:incapacitated | damage | damage:slashing | immunity | repeat-save | saving-throw,action:Claw | action:Luring Song | statblock:Damage Defenses,,"Claw. Melee Attack Roll: +3, reach 5 ft. Hit: 6 (2d4 + 1) Slashing damage. Luring Song. The harpy sings a magical melody, which lasts until the harpy’s Concentration ends on it. Wisdom Saving Throw: DC 11, each Humanoid and Giant in a 300-foot Emanation originating from the harpy when the song starts. Failure: The target has the Charmed condition until the song ends and repeats the save at the end of each of its turns. While Charmed, the target has the Incapacitated condition and ignores the Luring Song of other harpies. If the target is more than 5 feet from the harpy, the target moves on its turn toward the harpy by the most direct route, trying to get within 5 feet of the harpy. It doesn’t avoid Opportunity Attacks; however, before moving into damaging terrain (such as lava or a pit) and whenever it takes damage from a source other than the harpy, the target repeats the save. Success: The target is immune to this harpy’s Luring Song for 24 hours.",,,,"AC 11 Initiative +1 (11) HP 38 (7d8 + 7) Speed 20 ft., Fly 40 ft. MOD SAVE MOD SAVE MOD SAVE Str 12 +1 +1 Dex 13 +1 +1 Con 12 +1 +1 Int 7 -2 -2 Wis 10 +0 +0 Cha 13 +1 +1 Senses Passive Perception 10 Languages Common CR 1 (XP 200; PB +2) Actions Claw. Melee Attack Roll: +3, reach 5 ft. Hit: 6 (2d4 + 1) Slashing damage. Luring Song. The harpy sings a magical melody, which lasts until the harpy’s Concentration ends on it. Wisdom Saving Throw: DC 11, each Humanoid and Giant in a 300-foot Emanation originating from the harpy when the song starts. Failure: The target has the Charmed condition until the song ends and repeats the save at the end of each of its turns. While Charmed, the target has the Incapacitated condition and ignores the Luring Song of other harpies. If the target is more than 5 feet from the harpy, the target moves on its turn toward the harpy by the most direct route, trying to get within 5 feet of the harpy. It doesn’t avoid Opportunity Attacks; however, before moving into damaging terrain (such as lava or a pit) and whenever it takes damage from a source other than the harpy, the target repeats the save. Success: The target is immune to this harpy’s Luring Song for 24 hours.",SRD 5.2.1 p. 297
