UNIVERSAL_ENGINE_BASELINE	monster_ready=142	monster_actionable_blocked=178	monster_deferred=10	monster_families=11	planned_hero_mechanics=376
UNIVERSAL_HERO_MECHANIC	potent-cantrip	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	precise-hunter	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	primal-champion	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	primal-order-warden	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	projected-ward	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psi-warrior-bulwark-of-force	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psi-warrior-guarded-mind	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psi-warrior-psionic-power	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psi-warrior-telekinetic-adept	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psi-warrior-telekinetic-master	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psionic-sorcery	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psionic-spells	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	psychic-defenses	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	quivering-palm	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	radiance-of-the-dawn	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	radiant-soul	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	radiant-strikes	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-combat-spells-2	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-combat-spells-3	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-combat-spells-4	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-combat-spells-5	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-epic-boon	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	ranger-spellcasting	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	relentless-avenger	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	relentless-hunter	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	relentless-rage	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	restore-balance	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	restoring-touch	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	retaliation	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	revelation-in-flesh	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	rogue-epic-boon	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	roving	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	sacred-weapon	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	sculpt-spells	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	sear-undead	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	searing-vengeance	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	self-restoration	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	shadow-arts	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	shadow-step	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	signature-spells	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	slippery-mind	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	smite-of-protection	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	sorcerer-epic-boon	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	sorcerer-spellcasting	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	sorcerous-restoration	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	sorcery-incarnate	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	soul-of-vengeance	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	spell-breaker	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	spell-mastery	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	spell-package:aberrant-sorcery	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:abjurer	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:arcane-trickster	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:beastmaster	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:celestial-patron	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:circle-land-arid	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:circle-moon	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:circle-sea	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:clockwork-sorcery	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:college-glamour	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:college-lore	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:college-valor	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:draconic-sorcery	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:eldritch-knight	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:evoker	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:fiend-patron	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:gloom-stalker	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:great-old-one-patron	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:hunter	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:illusionist	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:life-domain	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:light-domain	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:oath-ancients	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:oath-devotion	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:oath-vengeance	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-package:war-domain	owners=1	classes=1	status=planned	kinds=spell-package
UNIVERSAL_HERO_MECHANIC	spell-resistance	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	steady-aim	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	stormborn	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	stride-of-the-elements	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	stroke-of-luck	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	stunning-strike	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	superior-critical	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	superior-defense	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	superior-hunters-defense	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	superior-hunters-prey	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	superior-inspiration	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	supreme-healing	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	survivor-defy-death	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	survivor-heroic-rally	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	telepathic-speech	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	thief-fast-hands	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	thief-supreme-sneak	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	thief-use-magic-device	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	thiefs-reflexes	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	tireless	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	trance-of-order	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	unarmored-defense	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	unarmored-movement	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	unbreakable-majesty	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	uncanny-dodge	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	uncanny-metabolism	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	undying-sentinel	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	valor-extra-attack	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	valor-martial-training	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vengeance-combat-spells-1	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vengeance-combat-spells-2	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vengeance-combat-spells-3	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vengeance-combat-spells-4	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vengeance-combat-spells-5	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	vow-of-enmity	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	war-gods-blessing	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	war-priest	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	warding-flare	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	warlock-epic-boon	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	warping-implosion	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	wholeness-of-body	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	wild-heart-aspect-of-the-wilds	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	wild-heart-power-of-the-wilds	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	wild-heart-rage-of-the-wilds	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	wild-resurgence	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wild-shape	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-2	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-3	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-4	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-5	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-6	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-7	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-8	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-combat-spells-9	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-epic-boon	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wizard-spellcasting	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	words-of-creation	owners=1	classes=1	status=planned	kinds=base-feature
UNIVERSAL_HERO_MECHANIC	wrath-of-the-sea	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	zealot-divine-fury	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	zealot-fanatical-focus	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	zealot-rage-of-the-gods	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	zealot-warrior-of-the-gods	owners=1	classes=1	status=planned	kinds=subclass-feature
UNIVERSAL_HERO_MECHANIC	zealot-zealous-presence	owners=1	classes=1	status=planned	kinds=subclass-feature
